firefox;c;fibonacci;SM-G991B;6.531442196643232
chrome;c;humblenumbers;SM-G991B;5.78735867095072
chrome;js;matrixmultiplication;SM-G991B;9.739239916786842
chrome;js;seqnonsquares;SM-G991B;4.516185078273203
chrome;js;nqueens;SM-G991B;5.935185589336695
chrome;c;bubblesort;SM-G991B;4.952338931327095
firefox;c;perfectnumbers;SM-G991B;14.39336578198348
chrome;js;insertionsort;SM-G991B;5.759724841918288
firefox;js;matrixmultiplication;SM-G991B;9.896254163269369
firefox;js;fibonacci;SM-G991B;12.909689895115614
chrome;c;fibonacci;SM-G991B;6.045707085463665
firefox;js;heapsort;SM-G991B;7.304924941045324
firefox;js;insertionsort;SM-G991B;9.263590453006696
chrome;js;fibonacci;SM-G991B;9.785322498690524
chrome;c;towersofhanoi;SM-G991B;6.474154531064687
chrome;js;countingsort;SM-G991B;4.360628614352485
chrome;js;shellsort;SM-G991B;4.643686965320497
chrome;c;seqnonsquares;SM-G991B;4.385264338259591
chrome;js;bubblesort;SM-G991B;8.89527589858522
chrome;js;ackermann;SM-G991B;4.498972768115695
firefox;c;bubblesort;SM-G991B;5.250577670036836
chrome;js;kmeanspp;SM-G991B;8.773872286290857
firefox;js;gnomesort;SM-G991B;10.226451941318903
chrome;c;nqueens;SM-G991B;4.33673223649688
firefox;c;towersofhanoi;SM-G991B;4.6934114298029215
chrome;c;perfectnumbers;SM-G991B;5.664458611077823
chrome;c;shellsort;SM-G991B;6.696749067948041
firefox;c;gnomesort;SM-G991B;14.405477351058618
chrome;js;perfectnumbers;SM-G991B;5.985141785393896
firefox;js;perfectnumbers;SM-G991B;6.63932268504784
firefox;c;ackermann;SM-G991B;5.845593079083496
chrome;c;mergesort;SM-G991B;6.015514294122834
firefox;c;kmeanspp;SM-G991B;4.673131032990723
chrome;c;gnomesort;SM-G991B;7.340196148749665
firefox;js;happynumbers;SM-G991B;10.884096545152294
firefox;js;kmeanspp;SM-G991B;9.105004968648744
chrome;c;heapsort;SM-G991B;4.761597101541739
firefox;c;seqnonsquares;SM-G991B;4.386985697935213
firefox;js;ackermann;SM-G991B;6.437523400239703
firefox;c;heapsort;SM-G991B;5.281246997234582
chrome;c;pancakesort;SM-G991B;5.122644778603286
firefox;js;countingsort;SM-G991B;4.410520106790604
firefox;js;bubblesort;SM-G991B;24.302694552527456
firefox;c;matrixmultiplication;SM-G991B;5.171495503727471
chrome;js;happynumbers;SM-G991B;8.450976078575717
chrome;js;humblenumbers;SM-G991B;12.429745205193864
firefox;js;humblenumbers;SM-G991B;12.405148487803235
firefox;js;nqueens;SM-G991B;7.548602901141303
firefox;js;shellsort;SM-G991B;13.451410974114292
firefox;c;quicksort;SM-G991B;4.712623446215486
chrome;c;happynumbers;SM-G991B;4.376744869652176
chrome;c;insertionsort;SM-G991B;7.185398047729505
firefox;c;shellsort;SM-G991B;4.474248857379853
chrome;js;towersofhanoi;SM-G991B;5.490989663736662
firefox;js;towersofhanoi;SM-G991B;5.804748611785917
chrome;js;quicksort;SM-G991B;4.42707323383336
firefox;c;insertionsort;SM-G991B;5.30302725133611
chrome;c;matrixmultiplication;SM-G991B;4.549921604740285
chrome;c;quicksort;SM-G991B;6.427624767892744
